,date,map,o_player1,o_player1_agent,o_player2,o_player2_agent,o_player3,o_player3_agent,o_player4,o_player4_agent,o_player5,o_player5_agent,o_team,player1,player1_agent,player2,player2_agent,player3,player3_agent,player4,player4_agent,player5,player5_agent,result,team
9492,16-04-21,Ascent,ohai,sage,agM,killjoy,valyn,omen,jcrueL,jett,JonahP,sova,COL,Hope,raze,r3p,cypher,Medusa,sova,Pingfu,omen,steph,phoenix,Lose,ELME
9493,16-04-21,Split,Jerk,raze,paranoid,breach,Rejante,killjoy,pugstar,sage,KP,omen,RFD,corey,raze,ZachaREEE,astra,Marved,skye,Rawkus,sage,BABYBAY,jett,Win,FAZE
9494,16-04-21,Ascent,Jerk,raze,Rejante,astra,pugstar,sova,KP,sage,paranoid,viper,RFD,corey,raze,BABYBAY,jett,Marved,killjoy,Rawkus,sova,ZachaREEE,astra,Win,FAZE
9495,16-04-21,Ascent,intox,killjoy,instinct,raze,Welshy,astra,hydra,phoenix,dev,sova,SLMY,gMd,omen,Shawn,reyna,MkaeL,sova,koosta,killjoy,HUYNH,jett,Win,GEN
9496,16-04-21,Haven,Welshy,astra,dev,sova,instinct,raze,intox,cypher,hydra,breach,SLMY,MkaeL,sova,gMd,omen,Shawn,phoenix,koosta,cypher,HUYNH,jett,Win,GEN
9497,16-04-21,Icebox,dev,sova,instinct,raze,intox,killjoy,Welshy,viper,hydra,sage,SLMY,Shawn,sage,MkaeL,sova,gMd,omen,koosta,killjoy,HUYNH,jett,Lose,GEN
9498,16-04-21,Split,Dark3st,sage,Abram,raze,wokez,astra,mags,viper,Kjewls,breach,PROJ,curry,cypher,autimatic,raze,Skadoodle,astra,Sayaplayer,omen,DaZeD,sage,Win,T1
9499,16-04-21,Haven,mags,jett,Abram,phoenix,Kjewls,sova,Dark3st,cypher,wokez,astra,PROJ,autimatic,raze,curry,killjoy,DaZeD,sova,Sayaplayer,omen,Skadoodle,astra,Win,T1
9500,16-04-21,Icebox,geeza,reyna,C0M,viper,ban,jett,psalm,sova,BRANTED,astra,SQUI,jammyz,jett,Oderus,sova,supamen,omen,TiGG,viper,KOLER,sage,Win,BC
9501,16-04-21,Ascent,ban,jett,C0M,phoenix,geeza,cypher,BRANTED,omen,psalm,sova,SQUI,jammyz,viper,Oderus,sova,TiGG,raze,KOLER,cypher,supamen,omen,Lose,BC
9502,16-04-21,Bind,ban,reyna,geeza,cypher,psalm,sova,C0M,raze,BRANTED,omen,SQUI,TiGG,raze,supamen,astra,KOLER,cypher,jammyz,viper,Oderus,sova,Lose,BC
9503,16-04-21,Ascent,Moechilla,sova,zambie,omen,mina,phoenix,cevv,killjoy,Kyro,jett,OOKE,ANDROID,phoenix,tex,jett,eeiu,sova,daps,killjoy,s0m,astra,Win,NRG
9504,16-04-21,Haven,mina,phoenix,Kyro,jett,Moechilla,sova,zambie,omen,cevv,cypher,OOKE,ANDROID,phoenix,s0m,astra,tex,jett,daps,cypher,eeiu,sova,Win,NRG
9505,16-04-21,Split,Bankroft,viper,Sofa,astra,DBK,raze,miniature,skye,Dani,breach,S2P,iKoniK,cypher,EleyTY,viper,snxper,raze,Apoth,astra,Lin,sage,Lose,VRT
9506,16-04-21,Ascent,Dani,sova,DBK,raze,miniature,killjoy,Bankroft,sage,Sofa,astra,S2P,Apoth,astra,Lin,jett,snxper,sova,iKoniK,killjoy,EleyTY,breach,Lose,VRT
9507,16-04-21,Ascent,Osias,reyna,Temperature,sova,ALEKSANDAR,raze,clawdia,omen,potter,killjoy,EG,zekken,sova,King,killjoy,Menace,raze,Precision,skye,Jangler,astra,Win,NBL
9508,16-04-21,Split,ALEKSANDAR,raze,Osias,jett,potter,sage,clawdia,omen,Temperature,breach,EG,zekken,raze,Jangler,omen,Precision,skye,Menace,viper,King,killjoy,Win,NBL
9509,16-04-21,Bind,Derrek,sova,bang,raze,Boostio,astra,brawk,skye,justinovah,sage,OTW,chase,phoenix,silenx,omen,payen,cypher,kaplan,sova,dazzLe,raze,Lose,GHOST
9510,16-04-21,Haven,Boostio,astra,bang,raze,Derrek,sova,brawk,skye,justinovah,killjoy,OTW,dazzLe,raze,payen,cypher,silenx,omen,chase,phoenix,kaplan,sova,Lose,GHOST
9511,16-04-21,Bind,bearkun,sage,Trill,skye,HIA,raze,figment,sova,Rustun,astra,SUP,Shanks,jett,Showtime,sova,neptune,raze,POISED,omen,c4Lypso,cypher,Win,RISE
9512,16-04-21,Split,HIA,raze,bearkun,viper,Trill,skye,figment,sage,Rustun,astra,SUP,Shanks,jett,c4Lypso,cypher,neptune,raze,POISED,omen,Showtime,sage,Win,RISE
9513,16-04-21,Ascent,flyuh,killjoy,tetchra,phoenix,Brando,sova,ZK,astra,Tsuya,jett,AKEL,thief,raze,YaBoiDre,phoenix,moose,sova,stellar,astra,aproto,killjoy,Win,LG
9514,16-04-21,Bind,tetchra,raze,Tsuya,sage,ZK,astra,flyuh,skye,Brando,sova,AKEL,thief,raze,YaBoiDre,phoenix,aproto,cypher,moose,sova,stellar,astra,Lose,LG
9515,16-04-21,Haven,Tsuya,jett,tetchra,phoenix,Brando,sova,flyuh,cypher,ZK,astra,AKEL,aproto,cypher,moose,sova,thief,raze,stellar,astra,YaBoiDre,phoenix,Win,LG
9516,16-04-21,Ascent,Playboi Joe,jett,nillyaz,skye,Zebroe,sova,foreplay,astra,JUST_IN,sage,GT,TenZ,jett,SicK,phoenix,ShahZaM,sova,dapr,cypher,zombs,astra,Win,SEN
9517,16-04-21,Icebox,Playboi Joe,jett,Zebroe,sova,JUST_IN,raze,nillyaz,sage,foreplay,viper,GT,TenZ,reyna,ShahZaM,jett,zombs,omen,SicK,sova,dapr,sage,Win,SEN
9518,15-04-21,Haven,trisk,phoenix,cky,omen,dynamic,cypher,reach,jett,PROD,sova,BRIM,Abram,phoenix,mags,jett,Kjewls,sova,wokez,astra,Dark3st,cypher,Win,PROJ
9519,15-04-21,Split,reach,jett,dynamic,killjoy,PROD,sage,trisk,raze,cky,omen,BRIM,Abram,raze,mags,viper,Kjewls,breach,wokez,astra,Dark3st,sage,Win,PROJ
9520,15-04-21,Bind,Bake Show,brimstone,BearZ,raze,cruxie,jett,sideSWIPE,sova,Infamous,viper,O.O.,Cryocells,sova,DENYA,jett,zander,cypher,b0ssy,raze,Nurfed,omen,Win,SOAR
9521,15-04-21,Ascent,cruxie,jett,sideSWIPE,phoenix,Bake Show,killjoy,BearZ,sova,Infamous,astra,O.O.,b0ssy,raze,Nurfed,astra,Cryocells,sova,DENYA,jett,zander,cypher,Lose,SOAR
9522,15-04-21,Icebox,cruxie,reyna,Bake Show,sage,Infamous,omen,sideSWIPE,jett,BearZ,sova,O.O.,DENYA,jett,b0ssy,sage,zander,killjoy,Nurfed,viper,Cryocells,sova,Lose,SOAR
9523,15-04-21,Icebox,zill,jett,Jaomock,omen,Unholykid,killjoy,dip,sage,traekS,skye,BLAH,ALEKSANDAR,raze,potter,sova,Osias,viper,Temperature,sage,clawdia,omen,Win,EG
9524,15-04-21,Haven,Unholykid,breach,dip,sova,Jaomock,omen,zill,raze,traekS,killjoy,BLAH,clawdia,omen,Temperature,cypher,potter,breach,ALEKSANDAR,raze,Osias,sova,Lose,EG
9525,15-04-21,Split,zill,raze,Jaomock,killjoy,dip,sage,Unholykid,breach,traekS,astra,BLAH,ALEKSANDAR,raze,Osias,jett,Temperature,breach,clawdia,omen,potter,sage,Win,EG
9526,15-04-21,Ascent,tdawgg,omen,Waltz,sova,Frosty,raze,Jben,killjoy,eVoL,jett,RECO,instinct,raze,hydra,phoenix,intox,killjoy,dev,sova,Welshy,astra,Win,SLMY
9527,15-04-21,Split,Frosty,raze,eVoL,sage,Waltz,skye,tdawgg,astra,Jben,killjoy,RECO,instinct,raze,dev,sage,intox,killjoy,Welshy,viper,hydra,skye,Win,SLMY
9528,15-04-21,Ascent,lenn,jett,deeker13,sova,zid,omen,phean,cypher,4rusteez,reyna,SABE,dizzyLife,jett,Crunchy,omen,pl1xx,sage,iyen,killjoy,Bob,sova,Win,SQ
9529,15-04-21,Bind,lenn,raze,zid,omen,phean,cypher,4rusteez,sage,deeker13,skye,SABE,dizzyLife,jett,pl1xx,phoenix,Crunchy,astra,iyen,viper,Bob,sova,Win,SQ
9530,15-04-21,Ascent,Plaza,jett,Leaves,sova,Hunterkillers1,sage,Selldrudd,killjoy,Dfined,omen,FIU,WARDELL,jett,Subroza,skye,reltuC,astra,Drone,sova,hazed,killjoy,Win,TSM
9531,15-04-21,Icebox,Hunterkillers1,sage,Dfined,omen,Plaza,jett,Selldrudd,killjoy,Leaves,sova,FIU,WARDELL,jett,hazed,killjoy,Subroza,sage,reltuC,omen,Drone,sova,Win,TSM
9532,15-04-21,Ascent,Pingfu,omen,Hope,raze,r3p,cypher,supA,sova,steph,phoenix,ELME,Exalt,phoenix,Venerated,jett,XXiF,cypher,dsr,sova,xCeeD,astra,Win,PK
9533,15-04-21,Split,Hope,raze,supA,sage,steph,jett,Pingfu,omen,r3p,killjoy,ELME,Exalt,raze,xCeeD,astra,dsr,cypher,XXiF,breach,Venerated,sage,Lose,PK
9534,15-04-21,Haven,Hope,jett,supA,sova,steph,phoenix,Pingfu,omen,r3p,cypher,ELME,Exalt,phoenix,xCeeD,astra,XXiF,cypher,dsr,sova,Venerated,jett,Lose,PK
9535,15-04-21,Bind,Retun,jett,kammellxd,viper,Muusshy,raze,Phaedrus,omen,Havictus,skye,NBKS,Skadoodle,astra,Sayaplayer,phoenix,DaZeD,sova,curry,viper,autimatic,cypher,Win,T1
9536,15-04-21,Haven,Retun,jett,kammellxd,killjoy,Muusshy,breach,Havictus,sova,Phaedrus,omen,NBKS,DaZeD,sova,autimatic,raze,curry,killjoy,Skadoodle,astra,Sayaplayer,omen,Win,T1
9537,15-04-21,Ascent,caders,astra,Cain,breach,Nara,raze,shifty,sova,ozo,killjoy,FREE,leak,sova,insky,astra,contii,jett,kingston,sage,xeboda,cypher,Win,RESO
9538,15-04-21,Bind,ozo,viper,shifty,sova,caders,astra,Cain,phoenix,Nara,raze,FREE,contii,raze,kingston,sage,insky,astra,xeboda,cypher,leak,sova,Win,RESO
9539,15-04-21,Haven,Neebs,sova,Gokster1,jett,Beanboy,phoenix,Arthwook,cypher,BUGSYTHEBEAN,astra,NEEB,ShahZaM,sova,dapr,cypher,TenZ,jett,zombs,omen,SicK,phoenix,Win,SEN
9540,15-04-21,Split,Beanboy,reyna,Arthwook,sage,Gokster1,viper,Neebs,raze,BUGSYTHEBEAN,astra,NEEB,TenZ,reyna,ShahZaM,jett,SicK,sage,dapr,cypher,zombs,astra,Win,SEN
9541,15-04-21,Ascent,cjb,raze,YMK,sova,aimex,omen,jazz,cypher,moony,sage,AFTE,JonahP,sova,valyn,omen,ohai,sage,jcrueL,jett,agM,killjoy,Win,COL
9542,15-04-21,Icebox,moony,sage,YMK,sova,jazz,jett,aimex,omen,cjb,reyna,AFTE,ohai,sage,JonahP,sova,valyn,viper,agM,killjoy,jcrueL,jett,Win,COL
9543,15-04-21,Ascent,dubie,breach,Bekim,jett,kipp,sova,Okin,killjoy,Blahst,omen,WAVE,TiGG,raze,Oderus,sova,KOLER,cypher,supamen,omen,jammyz,viper,Win,BC
9544,15-04-21,Bind,Blahst,astra,Bekim,raze,Okin,cypher,dubie,breach,kipp,sova,WAVE,TiGG,raze,Oderus,sova,supamen,astra,jammyz,viper,KOLER,cypher,Win,BC
9545,15-04-21,Haven,ren,sova,callmecresto,omen,jacobson,cypher,oni,phoenix,JPOW,jett,INTE,zambie,astra,mina,phoenix,Moechilla,sova,Kyro,jett,cevv,cypher,Lose,OOKE
9546,15-04-21,Ascent,JPOW,jett,ren,sova,oni,phoenix,callmecresto,omen,jacobson,cypher,INTE,mina,phoenix,zambie,omen,cevv,killjoy,Moechilla,sova,Kyro,jett,Win,OOKE
9547,15-04-21,Split,ren,raze,oni,cypher,JPOW,jett,callmecresto,brimstone,jacobson,breach,INTE,mina,raze,Kyro,jett,Moechilla,sage,cevv,breach,zambie,astra,Win,OOKE
9548,15-04-21,Ascent,nomeL,jett,Heero,sova,Prizz,killjoy,Trensiq,raze,randomnoob,astra,DELU,ANDROID,phoenix,tex,jett,s0m,astra,eeiu,sova,daps,killjoy,Win,NRG
9549,15-04-21,Haven,Heero,sova,randomnoob,omen,Prizz,cypher,nomeL,jett,Trensiq,raze,DELU,eeiu,sova,tex,jett,ANDROID,phoenix,s0m,astra,daps,cypher,Win,NRG
9550,15-04-21,Icebox,iKoniK,killjoy,Lin,jett,snxper,skye,EleyTY,viper,Apoth,sage,VRT,d1msumboi,viper,ScrewFace,jett,Harmon,sova,Ange,raze,Andersin,sage,Lose,KK
9551,15-04-21,Ascent,iKoniK,killjoy,snxper,sova,Lin,jett,Apoth,astra,EleyTY,breach,VRT,Ange,raze,Andersin,astra,d1msumboi,killjoy,ScrewFace,jett,Harmon,sova,Lose,KK
9552,15-04-21,Ascent,Shootah,jett,Neprix,omen,Shora,killjoy,flavor,sova,Vinny,reyna,ZEST,Shawn,reyna,gMd,omen,HUYNH,jett,MkaeL,sova,koosta,killjoy,Win,GEN
9553,15-04-21,Icebox,Shora,killjoy,Vinny,sova,Shootah,jett,flavor,sage,Neprix,omen,ZEST,gMd,omen,koosta,killjoy,HUYNH,jett,MkaeL,sova,Shawn,sage,Win,GEN
9554,15-04-21,Icebox,Agr0,viper,FireBallOps,jett,Shifty,skye,TonyV,sage,Carbyn,sova,EXOT,Nanners,raze,riku,jett,wiLLzki,sova,GMAN,sage,Berghy,viper,Win,TB
9555,15-04-21,Ascent,TonyV,astra,FireBallOps,raze,Agr0,sova,Carbyn,killjoy,Shifty,breach,EXOT,GMAN,viper,Berghy,omen,Nanners,sage,riku,jett,wiLLzki,sova,Win,TB
9556,15-04-21,Bind,Trauhmatic,sova,RandomX,omen,Apqa,cypher,DmaL,raze,Resnam,phoenix,MEAN,silenx,omen,dazzLe,raze,chase,phoenix,kaplan,sova,payen,cypher,Win,GHOST
9557,15-04-21,Haven,DmaL,raze,Resnam,phoenix,Trauhmatic,sova,RandomX,omen,Apqa,cypher,MEAN,payen,cypher,dazzLe,reyna,silenx,omen,chase,phoenix,kaplan,sova,Win,GHOST
9558,15-04-21,Ascent,Enjoy,jett,nsT,sova,UNSHAKEN,reyna,exodia,killjoy,Potatoe,omen,ZMM,koalanoob,jett,LeviathanAG,sova,Governor,phoenix,n4ts,killjoy,gucc107,omen,Win,EZ5
9559,15-04-21,Haven,Enjoy,jett,UNSHAKEN,phoenix,Potatoe,omen,exodia,cypher,nsT,sova,ZMM,LeviathanAG,sova,Governor,phoenix,koalanoob,jett,gucc107,omen,n4ts,cypher,Win,EZ5
9560,15-04-21,Bind,kangM1,cypher,coal,sova,moobs,reyna,rubzki,omen,elicitations,raze,DABA,moose,sova,thief,raze,YaBoiDre,phoenix,aproto,cypher,stellar,astra,Win,LG
9561,15-04-21,Haven,rubzki,omen,elicitations,phoenix,kangM1,cypher,moobs,jett,coal,sova,DABA,thief,raze,aproto,cypher,YaBoiDre,phoenix,stellar,astra,moose,sova,Win,LG
9562,15-04-21,Bind,Jerk,raze,pugstar,skye,Rejante,omen,KP,sova,paranoid,viper,RFD,hyjinx,raze,Bewd,cypher,tem,sova,pho,jett,Boltzy,omen,Win,FOXY
9563,15-04-21,Ascent,Jerk,raze,pugstar,sova,paranoid,viper,Rejante,astra,KP,sage,RFD,tem,sova,hyjinx,raze,pho,jett,Boltzy,astra,Bewd,cypher,Lose,FOXY
9564,15-04-21,Icebox,Jerk,raze,paranoid,viper,Rejante,killjoy,KP,sage,pugstar,jett,RFD,pho,jett,tem,sova,Bewd,sage,Boltzy,viper,hyjinx,omen,Lose,FOXY
9565,15-04-21,Ascent,powa,jett,Whisel,killjoy,bam,sova,Nosyy,breach,Dragon,omen,UCF,Marved,killjoy,corey,raze,BABYBAY,jett,Rawkus,sova,ZachaREEE,astra,Win,FAZE
9566,15-04-21,Icebox,Nosyy,phoenix,bam,sage,powa,jett,Whisel,killjoy,Dragon,viper,UCF,ZachaREEE,omen,Marved,sage,corey,raze,BABYBAY,jett,Rawkus,sova,Win,FAZE
9567,15-04-21,Haven,geeza,cypher,ban,jett,C0M,phoenix,psalm,sova,BRANTED,omen,SQUI,carlos,reyna,Jet,jett,pureVNS,omen,witness,sova,Reality,cypher,Win,SEEK
9568,15-04-21,Icebox,C0M,viper,ban,jett,geeza,reyna,psalm,sova,BRANTED,astra,SQUI,carlos,reyna,Jet,jett,witness,sova,Reality,sage,pureVNS,omen,Lose,SEEK
9569,15-04-21,Ascent,ban,jett,geeza,cypher,psalm,sova,C0M,phoenix,BRANTED,omen,SQUI,carlos,raze,Jet,skye,Reality,killjoy,pureVNS,omen,witness,sova,Lose,SEEK
9570,15-04-21,Icebox,thiief,omen,cavern,sova,RKTA,sage,Aura,skye,vital,raze,LUNC,Tsuya,sage,tetchra,raze,flyuh,cypher,ZK,astra,Brando,sova,Win,AKEL
9571,15-04-21,Ascent,Aura,phoenix,cavern,sova,thiief,astra,vital,raze,RKTA,killjoy,LUNC,tetchra,phoenix,flyuh,killjoy,Tsuya,jett,Brando,sova,ZK,astra,Win,AKEL
9572,15-04-21,Bind,Bankroft,viper,Dani,sova,miniature,skye,DBK,raze,Sofa,astra,S2P,Ninja,cypher,Kurt,sova,Morgausse,omen,Grego,raze,witmer,jett,Lose,TI
9573,15-04-21,Ascent,Bankroft,sage,DBK,raze,miniature,killjoy,Dani,sova,Sofa,astra,S2P,Morgausse,omen,witmer,jett,Kurt,sova,Ninja,killjoy,Grego,breach,Lose,TI
9574,15-04-21,Bind,wraith,raze,BaTz,sova,kronos,omen,6pack,cypher,Neat,sage,D2E,bang,raze,Boostio,astra,brawk,skye,Derrek,sova,justinovah,sage,Win,OTW
9575,15-04-21,Haven,6pack,cypher,wraith,jett,kronos,omen,Neat,breach,BaTz,sova,D2E,bang,raze,justinovah,killjoy,Boostio,astra,Derrek,sova,brawk,skye,Win,OTW
9576,15-04-21,Ascent,Swifts,omen,chicago,phoenix,VolcaN,jett,AntoL,sova,smL,killjoy,AE,Dcop,viper,freakazoid,phoenix,ezpk,astra,tyti,sova,nvK,killjoy,Win,TEAM
9577,15-04-21,Bind,chicago,raze,smL,cypher,Swifts,omen,VolcaN,jett,AntoL,sova,AE,Dcop,viper,freakazoid,phoenix,tyti,sova,ezpk,astra,nvK,cypher,Lose,TEAM
9578,15-04-21,Split,chicago,raze,smL,cypher,VolcaN,jett,AntoL,breach,Swifts,omen,AE,Dcop,raze,freakazoid,sage,tyti,viper,ezpk,astra,nvK,killjoy,Win,TEAM
9579,15-04-21,Haven,Hopper,phoenix,ExciteMVP,sova,OriginMemes,omen,nivek,jett,manual,cypher,STAR,RetrQ,sage,Winsum,raze,Stronglegs,skye,randyySAVAGE,killjoy,cp2,astra,Win,RNG
9580,15-04-21,Bind,nivek,raze,manual,cypher,Hopper,jett,OriginMemes,omen,ExciteMVP,sova,STAR,Stronglegs,skye,Winsum,raze,RetrQ,sage,randyySAVAGE,cypher,cp2,astra,Win,RNG
9581,15-04-21,Ascent,sharky,raze,MAKKA,sova,Kanpeki,sage,Paincakes,viper,shinobi,breach,1VR,Trill,sage,HIA,phoenix,Rustun,astra,bearkun,killjoy,figment,sova,Win,SUP
9582,15-04-21,Bind,sharky,raze,MAKKA,sova,Paincakes,viper,Kanpeki,sage,shinobi,breach,1VR,figment,sova,HIA,raze,Rustun,astra,bearkun,sage,Trill,skye,Win,SUP
9583,15-04-21,Bind,Shanks,jett,POISED,omen,c4Lypso,cypher,neptune,raze,Showtime,sova,RISE,scourge,reyna,Joseph,astra,Turnup,breach,fiziq,sova,jmoh,jett,Lose,EU
9584,15-04-21,Ascent,c4Lypso,cypher,neptune,phoenix,Shanks,jett,Showtime,sova,POISED,omen,RISE,scourge,reyna,jmoh,jett,Joseph,astra,Turnup,killjoy,fiziq,sova,Lose,EU
9585,15-04-21,Bind,Bake Show,brimstone,cruxie,jett,sideSWIPE,sova,BearZ,raze,Infamous,viper,O.O.,tanaKa,jett,Hima,raze,Synergy,omen,Yoda,sova,Recurz,cypher,Lose,RADI
9586,15-04-21,Split,Bake Show,killjoy,sideSWIPE,raze,BearZ,breach,Infamous,astra,cruxie,jett,O.O.,Hima,raze,Yoda,viper,Recurz,killjoy,Synergy,astra,tanaKa,jett,Win,RADI
9587,15-04-21,Icebox,cruxie,reyna,Infamous,omen,BearZ,sova,Bake Show,sage,sideSWIPE,jett,O.O.,Synergy,omen,Hima,sage,Recurz,killjoy,tanaKa,jett,Yoda,viper,Lose,RADI
9588,15-04-21,Ascent,AJ,jett,rev0h,killjoy,JGM,breach,brisk,sova,ToastyUnicorns,omen,ARCH,zekken,sova,Menace,raze,King,killjoy,Jangler,astra,Precision,skye,Win,NBL
9589,15-04-21,Bind,AJ,raze,rev0h,viper,brisk,sova,JGM,sage,ToastyUnicorns,astra,ARCH,zekken,raze,Jangler,omen,Menace,jett,King,cypher,Precision,skye,Win,NBL
9590,15-04-21,Bind,JSP,jett,Zoestol,omen,LordFizy,sova,mask,cypher,ItzScythe,raze,AG,b0ssy,raze,DENYA,jett,Nurfed,omen,Cryocells,sova,zander,cypher,Win,SOAR
9591,15-04-21,Haven,Zoestol,omen,JSP,jett,mask,cypher,LordFizy,sova,ItzScythe,phoenix,AG,Nurfed,omen,b0ssy,raze,Cryocells,sova,DENYA,jett,zander,cypher,Win,SOAR
9592,15-04-21,Ascent,Zebroe,sova,nillyaz,skye,JUST_IN,sage,Playboi Joe,jett,foreplay,astra,GT,Yoshii,jett,GLYPH,omen,Tillo,killjoy,Reformed,phoenix,Awkua,sova,Lose,INSE
9593,15-04-21,Bind,Playboi Joe,raze,foreplay,astra,Zebroe,sova,nillyaz,skye,JUST_IN,sage,GT,Yoshii,jett,Tillo,cypher,Awkua,sova,Reformed,raze,GLYPH,omen,Lose,INSE
9594,15-04-21,Bind,c16,raze,Smurfsicles,cypher,nikk,omen,vari0us,sova,Esparanto,phoenix,AGGI,pl1xx,phoenix,Crunchy,astra,iyen,viper,dizzyLife,jett,Bob,sova,Win,SQ
9595,15-04-21,Ascent,nikk,omen,c16,jett,Esparanto,phoenix,vari0us,sova,Smurfsicles,killjoy,AGGI,dizzyLife,jett,Crunchy,omen,iyen,killjoy,pl1xx,sage,Bob,sova,Win,SQ
9596,15-04-21,Ascent,Frosty,raze,eVoL,jett,tdawgg,omen,Waltz,sova,Jben,killjoy,SABE,cheatcode,reyna,Kasche,killjoy,Mazza,sova,Benevolence,jett,Drakious,omen,Lose,PRSM
9597,15-04-21,Bind,Waltz,sova,eVoL,jett,tdawgg,omen,Frosty,raze,Jben,cypher,SABE,Mazza,sova,Kasche,viper,cheatcode,raze,Benevolence,sage,Drakious,astra,Lose,PRSM
9598,15-04-21,Haven,ZeroData,sova,sogo,phoenix,Complex,cypher,Stealthy,omen,Shane,skye,STAR,leak,sova,kingston,sage,contii,jett,xeboda,cypher,insky,astra,Win,RESO
9599,15-04-21,Bind,Okeanos,raze,ZeroData,sova,Stealthy,omen,Complex,viper,Shane,skye,STAR,leak,sova,xeboda,cypher,contii,raze,kingston,sage,insky,astra,Win,RESO
9600,15-04-21,Ascent,Squeaky,phoenix,Kermit,astra,ricky,killjoy,Coração,jett,Blazianxd,sova,CHIC,ozo,killjoy,caders,astra,Cain,breach,Nara,raze,shifty,sova,Win,FREE
9601,15-04-21,Haven,Coração,raze,Squeaky,phoenix,ricky,cypher,Kermit,astra,Blazianxd,sova,CHIC,Nara,jett,Cain,phoenix,caders,astra,shifty,sova,ozo,cypher,Win,FREE
9602,15-04-21,Ascent,GrimReaper874,sova,Rodzy,killjoy,Eclipse,raze,MosseN,jett,JaG,omen,BARE,WARDELL,jett,Drone,sova,Subroza,skye,reltuC,astra,hazed,killjoy,Win,TSM
9603,15-04-21,Haven,GrimReaper874,sova,Rodzy,cypher,Eclipse,phoenix,JaG,omen,MosseN,jett,BARE,Drone,sova,WARDELL,jett,Subroza,phoenix,reltuC,astra,hazed,cypher,Win,TSM
9604,15-04-21,Icebox,B X,omen,iveL,reyna,Hokage,sage,McRibby,skye,JDawnX,jett,EAST,Plaza,jett,Dfined,omen,Hunterkillers1,sage,Selldrudd,killjoy,Leaves,sova,Win,FIU
9605,15-04-21,Ascent,McRibby,reyna,iveL,jett,Hokage,cypher,JDawnX,sova,B X,omen,EAST,Plaza,jett,Selldrudd,killjoy,Leaves,sova,Dfined,omen,Hunterkillers1,sage,Lose,FIU
9606,15-04-21,Ascent,ChRomExt,raze,yngty,sova,pcw,killjoy,godrex,reyna,phowitcha,omen,GENE,moony,sage,YMK,sova,cjb,raze,aimex,omen,jazz,cypher,Win,AFTE
9607,15-04-21,Icebox,phowitcha,omen,pcw,sage,yngty,killjoy,ChRomExt,reyna,godrex,raze,GENE,jazz,jett,aimex,omen,moony,sage,cjb,reyna,YMK,sova,Win,AFTE
9608,15-04-21,Haven,ERIC,omen,VulcaN,cypher,renz,jett,droid,phoenix,orca,sova,SPAC,valyn,astra,jcrueL,jett,ohai,breach,agM,cypher,JonahP,sova,Win,COL
9609,15-04-21,Split,droid,omen,VulcaN,jett,ERIC,sage,renz,raze,orca,cypher,SPAC,jcrueL,jett,JonahP,skye,ohai,raze,agM,cypher,valyn,astra,Win,COL
9610,15-04-21,Haven,Tony,sova,Socks,raze,John,breach,Slytech,cypher,babyfood,omen,LIFE,steph,phoenix,supA,sova,Pingfu,omen,Hope,jett,r3p,cypher,Win,ELME
9611,15-04-21,Ascent,Slytech,killjoy,John,jett,Socks,raze,babyfood,omen,Tony,sova,LIFE,Hope,raze,supA,sova,steph,phoenix,Pingfu,omen,r3p,cypher,Win,ELME
9612,25-04-21,Haven,matheuzin,sova,murizzz,jett,pepa,astra,ryotzz,killjoy,kon4n,skye,PAIN,DiMAS,skye,aspas,jett,ntk,sova,bld,cypher,mNdS,astra,Win,SLK
9613,25-04-21,Icebox,pepa,viper,murizzz,jett,kon4n,skye,matheuzin,sova,ryotzz,killjoy,PAIN,ntk,sova,aspas,reyna,bld,viper,DiMAS,killjoy,mNdS,sage,Win,SLK
9614,25-04-21,Ascent,Pernalonga,raze,Magic,jett,ceegu1N,omen,CTC,sova,jacobin,breach,INGA,shion,sova,liazzi,raze,Myssen,cypher,heat,jett,pleets,omen,Lose,LBRTY
9615,25-04-21,Haven,ceegu1N,astra,jacobin,skye,Magic,killjoy,CTC,sova,Pernalonga,raze,INGA,heat,jett,pleets,omen,shion,sova,liazzi,raze,Myssen,cypher,Lose,LBRTY
9616,26-04-21,Bind,pollo,raze,Gabriel,omen,Ant,reyna,dio9x,cypher,Docks,sova,BD,murizzz,raze,pepa,omen,ryotzz,killjoy,kon4n,skye,matheuzin,sova,Win,PAIN
9617,26-04-21,Icebox,Docks,viper,Gabriel,sova,pollo,jett,dio9x,killjoy,Ant,sage,BD,murizzz,jett,pepa,viper,ryotzz,killjoy,matheuzin,sova,kon4n,skye,Win,PAIN
9618,24-04-21,Ascent,Urango,yoru,DRAGziKW,raze,l4cerr,skye,nandinh0,astra,WKN,omen,FE,pollo,yoru,Docks,sova,Ant,killjoy,dio9x,skye,Gabriel,astra,Win,BD
9619,24-04-21,Bind,l4cerr,sova,Urango,skye,nandinh0,brimstone,DRAGziKW,raze,WKN,viper,FE,Ant,reyna,Docks,sova,Gabriel,omen,pollo,raze,dio9x,cypher,Win,BD
9620,24-04-21,Ascent,ducKw0w,omen,Doubleee,killjoy,Tisora,jett,zakkv,sova,Less,raze,KIKA,silentzz,raze,cmtJ,omen,luqz,sova,bzkA,killjoy,DMT,yoru,Lose,HPW
