,date,map,o_player1,o_player1_agent,o_player2,o_player2_agent,o_player3,o_player3_agent,o_player4,o_player4_agent,o_player5,o_player5_agent,o_team,player1,player1_agent,player2,player2_agent,player3,player3_agent,player4,player4_agent,player5,player5_agent,result,team
0,01-12-21,Haven,JohnOlsen,jett,PTC,breach,ChAlalala,cypher,SuperBusS,astra,LAMMYSNAX,skye,FS,stax,breach,Rb,skye,k1Ng,killjoy,MaKo,astra,BuZz,jett,Win,VS
1,01-12-21,Breeze,LAMMYSNAX,sova,JohnOlsen,jett,SuperBusS,viper,PTC,skye,ChAlalala,cypher,FS,BuZz,jett,k1Ng,cypher,Rb,sova,MaKo,viper,stax,skye,Win,VS
2,12-05-21,Haven,RAINMAKER,sova,sickLy,killjoy,DaveeyS,brimstone,jfoeN,raze,Alejo,breach,INF,delz1k,astra,bnj,skye,NagZ,sage,Mazino,viper,Klaus,killjoy,Win,KRÜ
3,12-05-21,Ascent,DaveeyS,astra,jfoeN,yoru,RAINMAKER,sova,Alejo,breach,sickLy,cypher,INF,delz1k,omen,NagZ,jett,bnj,sova,Mazino,sage,Klaus,killjoy,Win,KRÜ
4,12-05-21,Bind,RAINMAKER,sova,jfoeN,raze,DaveeyS,brimstone,sickLy,viper,Alejo,skye,INF,Mazino,viper,delz1k,brimstone,bnj,sova,Klaus,skye,NagZ,raze,Lose,KRÜ
5,12-05-21,Split,DaveeyS,astra,Alejo,breach,jfoeN,raze,RAINMAKER,sage,sickLy,killjoy,INF,Mazino,sage,bnj,raze,delz1k,omen,NagZ,jett,Klaus,killjoy,Win,KRÜ
6,12-12-21,Breeze,nAts,viper,Chronicle,killjoy,d3ffo,jett,sheydos,skye,Redgar,sova,GMB,cNed,jett,zeek,kayo,BONECOLD,sova,starxo,viper,Kiles,cypher,Lose,ACE
7,12-12-21,Ascent,Redgar,astra,sheydos,skye,d3ffo,jett,nAts,cypher,Chronicle,sova,GMB,BONECOLD,sova,starxo,astra,cNed,jett,zeek,kayo,Kiles,killjoy,Win,ACE
8,12-12-21,Fracture,nAts,cypher,Chronicle,brimstone,d3ffo,raze,Redgar,breach,sheydos,sage,GMB,starxo,astra,zeek,raze,cNed,jett,BONECOLD,breach,Kiles,cypher,Lose,ACE
9,12-12-21,Icebox,Chronicle,sova,sheydos,reyna,d3ffo,jett,nAts,viper,Redgar,sage,GMB,cNed,jett,zeek,reyna,starxo,sage,Kiles,viper,BONECOLD,sova,Win,ACE
10,12-12-21,Split,d3ffo,jett,Chronicle,killjoy,nAts,viper,Redgar,astra,sheydos,skye,GMB,cNed,jett,starxo,sage,zeek,raze,BONECOLD,omen,Kiles,cypher,Win,ACE
11,25-05-21,Ascent,Patiphan,sage,foxz,sova,Sushiboys,killjoy,sScary,astra,Crws,skye,X10C,Sacy,sova,sutecas,omen,saadhak,killjoy,gtnJESUS,raze,frz,phoenix,Win,VKS
12,25-05-21,Icebox,Patiphan,jett,Sushiboys,cypher,Crws,skye,sScary,viper,foxz,sova,X10C,frz,jett,Sacy,sova,saadhak,killjoy,gtnJESUS,raze,sutecas,omen,Win,VKS
13,29-06-21,Icebox,Lemming,sova,Anq,jett,Ivan4ezz,reyna,dawn7,viper,Kosmos,sage,M5,diseased,reyna,Lightning,viper,perfect,sova,MushroomY,sage,Sparkle,jett,Win,VNG
14,29-06-21,Split,Anq,raze,Kosmos,cypher,dawn7,brimstone,Lemming,sage,Ivan4ezz,breach,M5,Sparkle,raze,Lightning,cypher,diseased,sage,perfect,breach,MushroomY,astra,Win,VNG
15,29-06-21,Ascent,mate,sova,soze,cypher,Anreit,breach,AiyvaN,jett,s3mig0d,omen,DEAT,Sady,sage,Lanerinno,phoenix,ImMDez,killjoy,Mannick,omen,NORGAC,sova,Win,ASPI
16,29-06-21,Haven,AiyvaN,astra,soze,killjoy,Anreit,sage,mate,sova,s3mig0d,viper,DEAT,Lanerinno,phoenix,Mannick,viper,Sady,omen,NORGAC,skye,ImMDez,killjoy,Lose,ASPI
17,29-06-21,Bind,soze,cypher,s3mig0d,raze,Anreit,sova,mate,sage,AiyvaN,astra,DEAT,Mannick,viper,Lanerinno,sage,Sady,skye,NORGAC,phoenix,ImMDez,omen,Win,ASPI
18,10-07-21,Icebox,Cloud,sova,7ssk7,jett,arch,viper,dinkzj,killjoy,Duno,sage,NP,Chronicle,reyna,nAts,viper,sheydos,sage,d3ffo,jett,Redgar,sova,Win,GMB
19,10-07-21,Breeze,7ssk7,reyna,Cloud,jett,arch,viper,dinkzj,cypher,Duno,sova,NP,Chronicle,viper,nAts,cypher,sheydos,omen,d3ffo,skye,Redgar,sova,Win,GMB
20,10-07-21,Split,Cloud,raze,arch,sage,7ssk7,reyna,dinkzj,killjoy,Duno,astra,NP,nAts,cypher,sheydos,sage,Chronicle,killjoy,Redgar,omen,d3ffo,skye,Win,GMB
21,09-07-21,Icebox,zeddy,viper,Art1st,sage,SUYGETSU,killjoy,Coffee,jett,hugeon,skye,FORZ,7ssk7,jett,arch,viper,Cloud,sova,dinkzj,killjoy,Duno,sage,Win,NP
22,09-07-21,Bind,Art1st,sova,Coffee,yoru,zeddy,astra,SUYGETSU,skye,hugeon,viper,FORZ,7ssk7,reyna,Duno,astra,Cloud,sova,dinkzj,raze,arch,viper,Win,NP
23,09-07-21,Split,Coffee,raze,Art1st,sage,zeddy,astra,hugeon,skye,SUYGETSU,cypher,FORZ,7ssk7,reyna,Cloud,raze,arch,sage,dinkzj,killjoy,Duno,astra,Win,NP
24,04-07-21,Ascent,x1o,jett,RoBeeee,sova,Sak,raze,Kei,omen,blue,sage,NO N,Zenakukin,raze,Zerost,killjoy,pinck,sova,Vue3,omen,timatin,jett,Win,BB
25,08-07-21,Icebox,Chronicle,reyna,d3ffo,jett,nAts,viper,sheydos,sage,Redgar,sova,GMB,Cloud,sova,Duno,sage,7ssk7,jett,dinkzj,killjoy,arch,viper,Lose,NP
26,08-07-21,Ascent,Chronicle,sova,d3ffo,skye,sheydos,sage,nAts,cypher,Redgar,omen,GMB,Cloud,sova,dinkzj,killjoy,arch,skye,7ssk7,sage,Duno,astra,Lose,NP
27,02-07-21,Bind,Redneval,raze,d0rf,sage,P1nA2k4,brimstone,nTK,jett,crazyguy,sova,SYG,Lemonade,skye,Shinome,sova,sin,viper,Mistral,jett,M0ritaka,brimstone,Lose,ICE
28,02-07-21,Ascent,crazyguy,skye,d0rf,raze,Redneval,jett,nTK,brimstone,P1nA2k4,sova,SYG,sin,sova,M0ritaka,reyna,Shinome,cypher,Mistral,phoenix,Lemonade,killjoy,Lose,ICE
29,11-07-21,Bind,gin,reyna,FOG,jett,ATTACKER1,sova,Acerola,brimstone,YESicaN,sage,DXG,d0rf,sage,crazyguy,sova,nTK,omen,P1nA2k4,viper,Redneval,raze,Win,SYG
30,11-07-21,Icebox,Hyzee,sova,Acerola,sage,gin,jett,YESicaN,viper,ATTACKER1,reyna,DXG,crazyguy,sova,nTK,jett,P1nA2k4,viper,d0rf,killjoy,Redneval,sage,Win,SYG
31,11-07-21,Breeze,Hyzee,sage,gin,jett,YESicaN,viper,ATTACKER1,sova,FOG,reyna,DXG,nTK,jett,crazyguy,sova,P1nA2k4,viper,Redneval,brimstone,d0rf,cypher,Win,SYG
32,11-07-21,Haven,f0rsakeN,jett,Benkai,cypher,d4v41,skye,mindfreak,astra,shiba,breach,PRX,Chrysania,reyna,FrostyZ,jett,FANE,cypher,jarpiX,sova,FirstLove,astra,Lose,UWU
33,11-07-21,Breeze,f0rsakeN,jett,d4v41,skye,Benkai,cypher,mindfreak,viper,shiba,sova,PRX,Chrysania,reyna,FirstLove,viper,jarpiX,skye,FrostyZ,jett,FANE,sage,Lose,UWU
34,11-07-21,Ascent,f0rsakeN,jett,shiba,sova,mindfreak,astra,d4v41,skye,Benkai,killjoy,PRX,FirstLove,omen,FrostyZ,jett,jarpiX,sova,Chrysania,sage,FANE,cypher,Lose,UWU
35,08-07-21,Bind,zeddy,astra,Art1st,sova,SUYGETSU,skye,Coffee,yoru,hugeon,viper,FORZ,braveaf,sova,Lee,omen,minse,cypher,Sp1ke,viper,spellfull,raze,Lose,OBG
36,08-07-21,Haven,hugeon,skye,Coffee,sage,Art1st,viper,SUYGETSU,killjoy,zeddy,astra,FORZ,Sp1ke,jett,Lee,omen,minse,cypher,spellfull,sage,braveaf,skye,Win,OBG
37,08-07-21,Split,zeddy,astra,Art1st,sage,Coffee,raze,SUYGETSU,cypher,hugeon,skye,FORZ,minse,killjoy,braveaf,sova,Sp1ke,viper,Lee,omen,spellfull,sage,Lose,OBG
38,11-07-21,Icebox,Emman,raze,Georggyyy,jett,Karl,sova,Yohann,viper,Ching,sage,GXR,Witz,reyna,DubsteP,jett,dispenser,sage,BORKUM,viper,JessieVash,sova,Win,BRN
39,11-07-21,Haven,Georggyyy,jett,Karl,sova,Yohann,cypher,Ching,skye,Emman,omen,GXR,Witz,skye,DubsteP,jett,BORKUM,omen,dispenser,killjoy,JessieVash,sova,Win,BRN
40,11-07-21,Ascent,Yohann,killjoy,Georggyyy,jett,Karl,sova,Ching,skye,Emman,omen,GXR,dispenser,killjoy,Witz,sage,BORKUM,astra,DubsteP,jett,JessieVash,sova,Win,BRN
41,11-07-21,Breeze,Emman,reyna,Georggyyy,jett,Yohann,viper,Karl,sova,Ching,sage,GXR,BORKUM,viper,dispenser,sage,JessieVash,sova,Witz,skye,DubsteP,jett,Lose,BRN
42,11-07-21,Ascent,Famouz,jett,Fidelwow,killjoy,budimeisteR,astra,vascalizz,sova,Rapheleen,skye,BTR,heyNF,raze,Shiro,sova,Monyet,phoenix,RIZKYMD,omen,SEVERiNE,killjoy,Win,ONIC
43,11-07-21,Icebox,Famouz,jett,budimeisteR,viper,Fidelwow,killjoy,vascalizz,sova,Rapheleen,sage,BTR,Monyet,jett,SEVERiNE,killjoy,RIZKYMD,viper,Shiro,sova,heyNF,sage,Win,ONIC
44,11-07-21,Split,vascalizz,sage,Famouz,raze,Fidelwow,viper,budimeisteR,astra,Rapheleen,killjoy,BTR,Monyet,raze,Shiro,jett,SEVERiNE,killjoy,RIZKYMD,omen,heyNF,sage,Win,ONIC
45,11-07-21,Bind,Kush,sova,RayK47,raze,huliolio,brimstone,hzm,viper,Moji,skye,MORPH,fl1pzjder,raze,NcSlasher,astra,Eeyore,viper,blaZek1ng,sova,Asteriskk,sage,Win,BME
46,11-07-21,Ascent,hzm,cypher,huliolio,omen,Moji,breach,Nay,jett,Kush,skye,MORPH,blaZek1ng,sova,NcSlasher,astra,fl1pzjder,jett,Asteriskk,sage,Eeyore,killjoy,Win,BME
47,07-02-21,Ascent,foxz,sova,Sushiboys,killjoy,sScary,omen,Pooh1Tap,jett,Crws,breach,X10C,Acetics,sova,wannafly,killjoy,kongared,jett,JinNy,omen,Superduper,breach,Lose,FXG
48,07-02-21,Bind,sScary,brimstone,foxz,sova,Crws,breach,Sushiboys,cypher,Pooh1Tap,jett,X10C,Acetics,sova,kongared,jett,Superduper,breach,wannafly,raze,JinNy,omen,Lose,FXG
49,07-02-21,Split,Crws,breach,sScary,brimstone,foxz,cypher,Pooh1Tap,raze,Sushiboys,killjoy,X10C,sunkissed,raze,Pxiejesus,jett,w1zard,sage,Dasward,omen,Kefka,killjoy,Lose,OHMY
50,07-02-21,Icebox,Pooh1Tap,jett,foxz,sova,Crws,breach,Sushiboys,cypher,sScary,viper,X10C,Kefka,raze,sunkissed,jett,Pxiejesus,sage,w1zard,sova,Dasward,brimstone,Lose,OHMY
51,07-02-21,Haven,ZesBeeW,jett,Egoist,cypher,LEXY,reyna,falfalfal,omen,JdFaker,sova,SMG,Jinggg,reyna,Salvestro,jett,artn,omen,Freyr,cypher,Maskon,sova,Win,RR
52,07-02-21,Ascent,ZesBeeW,jett,Egoist,killjoy,JdFaker,sova,LEXY,raze,falfalfal,omen,SMG,Jinggg,raze,Salvestro,jett,Freyr,killjoy,artn,brimstone,Maskon,sova,Lose,RR
53,07-02-21,Bind,ZesBeeW,sage,falfalfal,brimstone,LEXY,raze,JdFaker,sova,Egoist,killjoy,SMG,Salvestro,jett,Jinggg,raze,Freyr,killjoy,Maskon,sova,artn,brimstone,Win,RR
54,07-02-21,Split,LEXY,raze,ZesBeeW,jett,Egoist,cypher,JdFaker,omen,falfalfal,breach,SMG,Jinggg,raze,Salvestro,jett,Freyr,killjoy,Maskon,breach,artn,brimstone,Win,RR
55,06-02-21,Ascent,Riza,sova,1van,raze,nomfu,jett,zeeq,killjoy,Justa,omen,KGM,ZesBeeW,jett,JdFaker,sova,falfalfal,omen,LEXY,reyna,Egoist,killjoy,Lose,SMG
56,06-02-21,Bind,nomfu,reyna,Riza,sova,Justa,brimstone,zeeq,killjoy,1van,raze,KGM,LEXY,raze,Egoist,killjoy,ZesBeeW,sage,JdFaker,sova,falfalfal,brimstone,Win,SMG
57,06-02-21,Split,nomfu,jett,Riza,breach,zeeq,killjoy,1van,raze,Justa,omen,KGM,LEXY,raze,Egoist,cypher,ZesBeeW,jett,falfalfal,brimstone,JdFaker,sage,Win,SMG
58,06-02-21,Bind,Deryeon,sage,Legend,breach,AiShou,jett,ZenS,sova,skye,brimstone,XIAO,zeeq,killjoy,Riza,sova,Justa,brimstone,1van,raze,nomfu,reyna,Win,KGM
59,06-02-21,Bind,ZesBeeW,sage,LEXY,raze,Egoist,killjoy,JdFaker,sova,falfalfal,brimstone,SMG,Jinggg,raze,Maskon,sova,artn,brimstone,Salvestro,jett,Freyr,killjoy,Lose,RR
60,06-02-21,Icebox,ZesBeeW,jett,Egoist,cypher,JdFaker,sova,LEXY,sage,falfalfal,viper,SMG,Salvestro,jett,Jinggg,raze,Maskon,sage,Freyr,killjoy,artn,omen,Win,RR
61,06-02-21,Split,Egoist,cypher,LEXY,phoenix,ZesBeeW,omen,JdFaker,skye,falfalfal,viper,SMG,Jinggg,raze,Maskon,breach,Salvestro,jett,Freyr,killjoy,artn,brimstone,Win,RR
62,29-01-21,Bind,Moosey,raze,jarpiX,sova,ERRRRA,brimstone,wisa,cypher,apR,jett,HZ,Juan,jett,Xekiness,sova,bEnjamin,reyna,Creistal,cypher,EterNity,brimstone,Lose,ZAPS
63,06-02-21,Ascent,FrostyZ,jett,DarknessGod,killjoy,Teng,sova,Orange Panda,raze,SAGE,omen,LFO,ZenS,sova,AiShou,jett,skye,omen,Deryeon,sage,Legend,breach,Win,XIAO
64,06-02-21,Ascent,adukaaaa,cypher,subbey,sova,bbalto0o,raze,theDoctorr,omen,Click,jett,TODAK,Riza,raze,zeeq,killjoy,Evo,sova,1van,jett,Justa,omen,Win,KGM
65,05-02-21,Ascent,LEXY,raze,falfalfal,omen,Egoist,killjoy,JdFaker,sova,ZesBeeW,jett,SMG,Teng,sova,SAGE,omen,DarknessGod,killjoy,Orange Panda,reyna,FrostyZ,jett,Lose,LFO
66,05-02-21,Icebox,LEXY,sage,falfalfal,viper,JdFaker,sova,ZesBeeW,jett,Egoist,cypher,SMG,FrostyZ,jett,Orange Panda,raze,Teng,omen,Pecal,breach,SAGE,cypher,Lose,LFO
67,05-02-21,Haven,joshh,phoenix,RedKoh,reyna,S1Eugene,omen,bryce,cypher,Haise,sova,LVR,1van,raze,nomfu,jett,Riza,sova,zeeq,cypher,Justa,omen,Win,KGM
68,05-02-21,Ascent,Salvestro,jett,Freyr,killjoy,artn,brimstone,Jinggg,raze,Maskon,sova,RR,adukaaaa,cypher,bbalto0o,raze,Click,jett,subbey,sova,theDoctorr,omen,Lose,TODAK
69,05-02-21,Split,Jinggg,raze,Maskon,breach,Freyr,killjoy,Salvestro,jett,artn,brimstone,RR,Click,brimstone,subbey,sova,bbalto0o,raze,adukaaaa,cypher,theDoctorr,breach,Lose,TODAK
70,07-02-21,Ascent,exy,omen,TS,jett,GODLIKE,breach,eKo,sova,Efina,cypher,TNL,Secret,raze,RyZzi,reyna,Eugene,sova,Hate,omen,t3xture,jett,Win,DWG
71,07-02-21,Haven,GODLIKE,raze,TS,jett,exy,omen,eKo,reyna,Efina,yoru,TNL,t3xture,jett,RyZzi,omen,Eugene,breach,Hate,killjoy,Secret,sova,Lose,DWG
72,06-02-21,Split,glow,omen,stax,breach,k1Ng,killjoy,Zest,sage,Rb,jett,VS,zunba,raze,C1nder,cypher,GodDead,jett,INPA,breach,Jinx,brimstone,Lose,HAM
73,06-02-21,Bind,stax,breach,Zest,sova,glow,omen,k1Ng,cypher,Rb,jett,VS,zunba,raze,GodDead,jett,Jinx,brimstone,C1nder,sage,INPA,sova,Lose,HAM
74,06-02-21,Ascent,iNTRO,omen,10X,sova,BuZz,jett,Harry,killjoy,GANA,breach,BCG,Podz,jett,BeomJin,omen,REV1,breach,Supply,killjoy,Sunny,sova,Lose,GMG
75,06-02-21,Haven,iNTRO,phoenix,Harry,killjoy,BuZz,jett,10X,sova,GANA,omen,BCG,Supply,killjoy,Sunny,sova,REV1,breach,Podz,jett,BeomJin,omen,Lose,GMG
76,07-02-21,Haven,Harry,killjoy,10X,sova,iNTRO,phoenix,BuZz,jett,GANA,omen,BCG,Rb,jett,Zest,sova,k1Ng,cypher,glow,omen,stax,breach,Win,VS
77,07-02-21,Split,BuZz,jett,10X,sage,Harry,cypher,iNTRO,omen,GANA,breach,BCG,Zest,sage,Rb,jett,stax,breach,glow,omen,k1Ng,killjoy,Win,VS
78,07-02-21,Ascent,Sylvan,omen,LuZ,sova,Sunday,jett,9room,cypher,Try,breach,ZFG,HANN,jett,JinboongE,omen,Has1ra14,raze,iRdy,sova,Xpp,breach,Win,WGS
79,07-02-21,Split,Sunday,yoru,LuZ,reyna,Sylvan,jett,Try,brimstone,9room,sage,ZFG,HANN,jett,iRdy,breach,JinboongE,omen,Has1ra14,raze,Xpp,phoenix,Win,WGS
80,05-02-21,Haven,stax,breach,Zest,sova,glow,omen,Rb,jett,k1Ng,cypher,VS,BeomJin,omen,Podz,jett,Supply,killjoy,REV1,breach,Sunny,sova,Lose,GMG
81,05-02-21,Bind,Rb,jett,glow,omen,stax,breach,Zest,sova,k1Ng,cypher,VS,Sunny,sova,Podz,jett,Supply,killjoy,REV1,breach,BeomJin,omen,Lose,GMG
82,05-02-21,Ascent,TS,sova,eKo,omen,exy,jett,Efina,cypher,GODLIKE,breach,TNL,HANN,jett,Has1ra14,raze,iRdy,sova,Xpp,breach,JinboongE,omen,Win,WGS
83,05-02-21,Bind,TS,sova,Efina,cypher,exy,raze,eKo,omen,GODLIKE,breach,TNL,JinboongE,omen,Has1ra14,raze,HANN,jett,iRdy,sova,Xpp,breach,Win,WGS
84,06-02-21,Ascent,Sunday,jett,LuZ,sova,9room,cypher,Try,breach,Sylvan,omen,ZFG,Hate,reyna,t3xture,jett,Eugene,sova,RyZzi,sage,Secret,omen,Win,DWG
85,06-02-21,Bind,LuZ,sova,Sunday,jett,Sylvan,omen,Try,breach,9room,cypher,ZFG,t3xture,jett,Eugene,sova,Hate,cypher,RyZzi,omen,Secret,breach,Win,DWG
86,05-02-21,Ascent,BuZz,jett,iNTRO,omen,GANA,breach,Harry,killjoy,10X,sova,BCG,GodDead,jett,INPA,sova,Jinx,brimstone,C1nder,cypher,zunba,phoenix,Win,HAM
87,05-02-21,Bind,BuZz,jett,iNTRO,phoenix,Harry,cypher,GANA,brimstone,10X,sova,BCG,zunba,raze,GodDead,jett,Jinx,brimstone,INPA,sova,C1nder,cypher,Lose,HAM
88,04-02-21,Ascent,BeomJin,omen,Podz,jett,REV1,breach,Supply,killjoy,Sunny,sova,GMG,GodDead,jett,Jinx,brimstone,zunba,phoenix,INPA,sova,C1nder,cypher,Win,HAM
89,04-02-21,Bind,Sunny,sova,Podz,jett,REV1,breach,Supply,killjoy,BeomJin,omen,GMG,GodDead,jett,zunba,raze,INPA,sova,Jinx,brimstone,C1nder,cypher,Win,HAM
90,04-02-21,Split,Try,viper,LuZ,killjoy,Sunday,raze,Sylvan,omen,9room,breach,ZFG,TS,jett,GODLIKE,breach,exy,reyna,Efina,cypher,eKo,omen,Win,TNL
91,04-02-21,Bind,Sylvan,omen,Sunday,jett,LuZ,sova,Try,breach,9room,cypher,ZFG,exy,jett,Efina,cypher,TS,sova,eKo,omen,GODLIKE,breach,Lose,TNL
92,31-01-21,Split,JW,raze,Gunny,killjoy,Uru,jett,DiraZ,sage,AcMe,brimstone,PY,Sunday,raze,LuZ,killjoy,Try,viper,9room,breach,Sylvan,brimstone,Win,ZFG
93,31-01-21,Bind,Uru,jett,JW,raze,AcMe,brimstone,Gunny,cypher,DiraZ,sova,PY,Try,breach,LuZ,sova,Sunday,jett,9room,cypher,Sylvan,brimstone,Win,ZFG
94,04-02-21,Ascent,HANN,jett,iRdy,sova,Has1ra14,raze,Xpp,breach,JinboongE,omen,WGS,t3xture,jett,Hate,reyna,Secret,omen,Eugene,sova,RyZzi,sage,Win,DWG
95,04-02-21,Bind,HANN,jett,Xpp,breach,JinboongE,omen,iRdy,sova,Has1ra14,raze,WGS,RyZzi,omen,Eugene,sova,t3xture,jett,Secret,breach,Hate,cypher,Win,DWG
96,31-01-21,Haven,Podz,jett,Sunny,sova,REV1,breach,Supply,killjoy,BeomJin,omen,GMG,Slash,omen,Halbae,killjoy,JoXJo,breach,Lawrence,sova,kobra,jett,Win,SP
97,31-01-21,Ascent,Podz,jett,REV1,breach,BeomJin,omen,Supply,killjoy,Sunny,sova,GMG,kobra,jett,JoXJo,breach,Halbae,killjoy,Lawrence,sova,Slash,omen,Lose,SP
98,31-01-21,Bind,Podz,jett,Supply,killjoy,Sunny,sova,BeomJin,omen,REV1,breach,GMG,Lawrence,sova,kobra,jett,Halbae,cypher,JoXJo,breach,Slash,omen,Lose,SP
99,31-01-21,Ascent,peri,brimstone,allow,jett,Lakia,sova,Suggest,breach,solo,killjoy,NU,HANN,jett,Has1ra14,raze,Xpp,breach,iRdy,sova,JinboongE,omen,Win,WGS
100,31-01-21,Haven,Suggest,raze,allow,jett,Lakia,sova,peri,omen,solo,breach,NU,iRdy,sova,Has1ra14,cypher,HANN,jett,Xpp,breach,JinboongE,omen,Lose,WGS
101,31-01-21,Split,allow,jett,Suggest,phoenix,peri,omen,Lakia,raze,solo,breach,NU,HANN,jett,iRdy,sova,JinboongE,omen,Xpp,phoenix,Has1ra14,raze,Win,WGS
102,31-01-21,Bind,Maru,reyna,Alle,brimstone,Hotor,killjoy,Wavy,jett,hyoo,breach,BDG,iNTRO,phoenix,BuZz,jett,10X,sova,GANA,brimstone,Harry,cypher,Win,BCG
103,31-01-21,Split,Wavy,phoenix,Alle,omen,Hotor,killjoy,Maru,jett,hyoo,sage,BDG,iNTRO,omen,BuZz,jett,10X,sage,Harry,cypher,GANA,breach,Win,BCG
104,31-01-21,Split,rolex,omen,climax,cypher,huby,sage,NakJi,jett,ParkJJong,breach,LFS,Rb,raze,Zest,sage,glow,omen,k1Ng,killjoy,stax,breach,Win,VS
105,31-01-21,Icebox,NakJi,raze,rolex,omen,ParkJJong,reyna,climax,cypher,huby,sova,LFS,Rb,raze,k1Ng,killjoy,stax,sage,Zest,sova,glow,omen,Win,VS
106,31-01-21,Haven,exy,jett,TS,sova,GODLIKE,breach,Efina,cypher,eKo,omen,TNL,MaKo,jett,H1yaA,sova,Persia,reyna,risk,omen,godko,cypher,Win,TBP
107,31-01-21,Ascent,eKo,omen,Efina,cypher,TS,sova,GODLIKE,breach,exy,jett,TNL,Persia,reyna,H1yaA,sova,MaKo,jett,risk,omen,godko,cypher,Lose,TBP
108,31-01-21,Split,eKo,omen,Efina,cypher,TS,jett,GODLIKE,breach,exy,reyna,TNL,H1yaA,raze,godko,cypher,Persia,phoenix,MaKo,reyna,risk,omen,Lose,TBP
109,31-01-21,Ascent,Bangnan,reyna,Felix,killjoy,kyk,sova,SamMa,jett,Fantasy,omen,LH,GodDead,jett,zunba,phoenix,Jinx,brimstone,C1nder,cypher,INPA,sova,Win,HAM
110,31-01-21,Bind,SamMa,phoenix,kyk,sova,Bangnan,raze,Felix,cypher,Fantasy,omen,LH,zunba,raze,Jinx,brimstone,GodDead,jett,INPA,sova,C1nder,cypher,Win,HAM
111,30-01-21,Icebox,Wavy,jett,Maru,reyna,hyoo,sage,Alle,omen,Hotor,skye,BDG,Kkueong,jett,Dec1de,omen,Rella,sova,여 누,sage,ChangG1XD,reyna,Lose,IDP
112,30-01-21,Haven,Maru,reyna,Hotor,killjoy,Wavy,raze,hyoo,sage,Alle,brimstone,BDG,Dec1de,omen,ChangG1XD,cypher,Kkueong,jett,여 누,breach,Rella,sova,Lose,IDP
113,31-01-21,Bind,HwaruhK,brimstone,McDonalds,sova,Kant,jett,Hydrangae,breach,BENECIA,raze,FTL,t3xture,jett,Hate,cypher,Eugene,sova,Secret,breach,RyZzi,omen,Win,DWG
114,31-01-21,Ascent,HwaruhK,brimstone,Hydrangae,breach,BENECIA,cypher,McDonalds,sova,Kant,jett,FTL,Hate,reyna,RyZzi,sage,t3xture,jett,Secret,omen,Eugene,sova,Win,DWG
115,30-01-21,Icebox,ParkJJong,reyna,NakJi,raze,climax,cypher,huby,sova,rolex,omen,LFS,Manggong,raze,BeYN,jett,Marb1e,omen,Guna,sova,Cleverly,sage,Lose,SAV
116,30-01-21,Bind,ParkJJong,breach,huby,sova,rolex,omen,climax,cypher,NakJi,jett,LFS,Manggong,raze,BeYN,jett,Guna,sova,Cleverly,cypher,Marb1e,omen,Lose,SAV
117,30-01-21,Ascent,kobra,jett,Lawrence,sova,Slash,omen,JoXJo,breach,Halbae,killjoy,SP,Eliza,omen,RingRing,cypher,Hound,jett,Baleia,reyna,ACCEL,breach,Lose,SPG
118,30-01-21,Split,JoXJo,raze,kobra,reyna,Halbae,killjoy,Lawrence,jett,Slash,omen,SP,ACCEL,breach,Hound,phoenix,RingRing,omen,Eliza,killjoy,Baleia,jett,Lose,SPG
119,30-01-21,Icebox,UNI,sova,LoveMachine,killjoy,LoNNie,sage,Rain,jett,seokjj,brimstone,TEAM,Try,viper,Sunday,jett,LuZ,sova,Sylvan,omen,9room,cypher,Win,ZFG
120,30-01-21,Ascent,LoNNie,sova,Rain,phoenix,UNI,jett,LoveMachine,killjoy,seokjj,omen,TEAM,LuZ,sova,Sunday,jett,Sylvan,omen,9room,cypher,Try,breach,Win,ZFG
121,30-01-21,Ascent,Hyperreal99,omen,Moves,sova,k1sa,jett,Wonderwalker,breach,Agnes,killjoy,GHS,allow,jett,Suggest,breach,Lakia,sova,peri,brimstone,solo,killjoy,Win,NU
122,30-01-21,Split,k1sa,raze,Agnes,cypher,Wonderwalker,breach,Moves,sage,Hyperreal99,omen,GHS,Lakia,raze,Suggest,sage,peri,omen,allow,jett,solo,breach,Win,NU
123,30-01-21,Icebox,NakTa,sova,DDcream,viper,Rohan,reyna,pr0xy,cypher,Develop,jett,LFT,Zest,sova,stax,sage,k1Ng,killjoy,Rb,raze,glow,omen,Win,VS
124,30-01-21,Split,Develop,phoenix,NakTa,jett,Rohan,breach,pr0xy,omen,DDcream,skye,LFT,stax,breach,Rb,raze,Zest,sage,k1Ng,killjoy,glow,omen,Win,VS
125,30-01-21,Ascent,Bangnan,reyna,SamMa,jett,Fantasy,omen,Felix,cypher,kyk,sova,LH,iNTRO,omen,Harry,killjoy,BuZz,jett,GANA,breach,10X,sova,Win,BCG
126,30-01-21,Haven,SamMa,jett,Bangnan,sova,Fantasy,omen,Felix,cypher,kyk,breach,LH,iNTRO,phoenix,BuZz,jett,GANA,omen,Harry,killjoy,10X,sova,Win,BCG
127,30-01-21,Icebox,exy,jett,GODLIKE,breach,TS,sova,eKo,omen,Efina,cypher,TNL,Jeong Hi,jett,Zeus,reyna,WIX,sova,Sound,omen,PupLe,breach,Lose,APEX
